age,gender,height_cm,weight_kg,bmi,fitness_level,goal,exercise,duration_min,intensity,sets,reps,heart_rate_avg,training_volume,effort_score,metabolic_proxy,hr_reserve_ratio,calories_burned,meal_plan
31,Female,161.6,61.8,23.66,Intermediate,Fat Loss,Squats,51,Medium,4,16,145,64,204,1.931,0.767,439.4,fl_intermediate
33,Male,182.3,108.7,32.71,Beginner,Muscle Gain,Push-ups,44,Low,5,11,129,55,220,3.197,0.69,350.7,mg_beginner
18,Male,170.1,40.0,13.82,Beginner,Fat Loss,Squats,30,Medium,4,13,156,52,120,2.105,0.772,133.7,fl_beginner
47,Female,167.2,86.1,30.8,Advanced,Muscle Gain,Pull-ups,75,Low,3,8,115,24,225,1.794,0.665,836.6,mg_advanced
31,Male,175.4,102.5,33.32,Beginner,Maintenance,Push-ups,29,Medium,2,12,148,24,58,3.203,0.783,300.2,mt_standard
16,Male,171.2,117.2,39.99,Advanced,Fat Loss,Pull-ups,40,High,4,17,174,68,160,6.894,0.853,1073.1,fl_advanced
37,Male,173.3,96.5,32.13,Intermediate,Muscle Gain,Pull-ups,37,Low,3,6,124,18,111,2.539,0.678,302.3,mg_intermediate
27,Male,177.4,57.0,18.11,Beginner,Fat Loss,Push-ups,29,Low,4,18,132,72,116,2.036,0.684,147.9,fl_beginner
44,Female,150.1,62.3,27.65,Intermediate,Maintenance,Push-ups,39,Low,4,8,120,32,156,1.384,0.682,213.5,mt_standard
18,Female,171.6,96.8,32.87,Intermediate,Muscle Gain,Pull-ups,46,High,5,8,174,40,230,5.095,0.861,800.2,mg_intermediate
25,Male,174.6,48.2,15.81,Advanced,Muscle Gain,Muscle-ups,79,High,4,7,167,28,316,1.854,0.856,1051.7,mg_advanced
27,Female,166.9,78.8,28.29,Intermediate,Muscle Gain,Pull-ups,52,Medium,5,9,148,45,260,2.814,0.767,615.7,mg_intermediate
39,Male,177.8,117.1,37.04,Intermediate,Fat Loss,Pull-ups,52,Medium,4,19,140,76,208,2.927,0.773,914.9,fl_intermediate
19,Male,179.1,62.5,19.48,Beginner,Maintenance,Plank,24,Medium,4,13,155,52,96,3.125,0.771,88.2,mt_standard
38,Female,160.2,54.4,21.2,Beginner,Muscle Gain,Push-ups,38,High,3,9,160,27,114,1.395,0.879,300.1,mg_beginner
42,Female,163.9,60.5,22.52,Intermediate,Fat Loss,Pull-ups,42,Medium,4,14,138,56,168,1.407,0.775,319.9,fl_intermediate
18,Male,176.8,111.1,35.54,Intermediate,Maintenance,Handstand,28,Medium,3,15,154,45,84,5.847,0.762,285.5,mt_standard
38,Male,175.5,67.5,21.92,Beginner,Fat Loss,Plank,34,Medium,5,13,143,65,170,1.731,0.786,129.1,fl_beginner
46,Female,163.0,73.5,27.66,Advanced,Muscle Gain,Muscle-ups,49,Medium,3,7,133,21,147,1.564,0.764,713.2,mg_advanced
34,Female,171.4,99.6,33.9,Beginner,Fat Loss,Squats,32,High,4,19,163,76,128,2.846,0.876,498.1,fl_beginner
31,Male,170.6,96.3,33.09,Intermediate,Maintenance,Pull-ups,25,Medium,4,11,145,44,100,3.009,0.767,297.6,mt_standard
36,Female,158.1,138.6,55.45,Intermediate,Muscle Gain,Squats,36,Medium,3,6,142,18,108,3.746,0.772,596.8,mg_intermediate
28,Male,177.1,89.5,28.54,Intermediate,Fat Loss,Pull-ups,39,Medium,3,17,147,51,117,3.086,0.766,463.2,fl_intermediate
49,Male,165.6,100.9,36.79,Beginner,Muscle Gain,Push-ups,44,Low,4,8,121,32,176,2.018,0.708,371.8,mg_beginner
53,Male,175.2,98.5,32.09,Beginner,Muscle Gain,Push-ups,43,Low,5,7,119,35,215,1.824,0.713,354.9,mg_beginner
25,Male,163.7,90.7,33.85,Beginner,Muscle Gain,Push-ups,29,Low,3,11,133,33,87,3.488,0.682,206.8,mg_beginner
19,Female,160.4,64.3,24.99,Intermediate,Muscle Gain,Pull-ups,49,Medium,3,11,153,33,147,3.215,0.761,358.8,mg_intermediate
27,Male,170.3,92.3,31.83,Beginner,Muscle Gain,Push-ups,27,Medium,3,12,150,36,81,3.296,0.777,229.4,mg_beginner
28,Male,169.4,69.3,24.15,Advanced,Muscle Gain,Handstand,49,High,4,10,165,40,196,2.39,0.859,472.5,mg_advanced
19,Male,169.3,79.0,27.56,Beginner,Muscle Gain,Squats,39,Medium,5,11,155,55,195,3.95,0.771,328.5,mg_beginner
57,Female,151.4,82.1,35.82,Intermediate,Muscle Gain,Dips,49,Medium,3,7,128,21,147,1.416,0.785,523.1,mg_intermediate
26,Female,172.1,88.4,29.85,Beginner,Muscle Gain,Push-ups,42,Low,4,8,133,32,168,3.274,0.686,282.8,mg_beginner
31,Male,163.1,117.2,44.06,Intermediate,Muscle Gain,Dips,42,Low,3,7,127,21,126,3.663,0.672,475.4,mg_intermediate
23,Male,177.2,94.0,29.94,Intermediate,Maintenance,Squats,32,Medium,2,15,150,30,64,3.917,0.761,367.9,mt_standard
30,Female,162.4,73.0,27.68,Intermediate,Fat Loss,Pull-ups,39,High,5,18,165,90,195,2.355,0.868,523.0,fl_intermediate
23,Female,167.5,114.7,40.88,Intermediate,Fat Loss,Pull-ups,51,Low,4,17,131,68,204,4.779,0.665,550.6,fl_intermediate
18,Female,151.3,68.0,29.71,Beginner,Muscle Gain,Squats,35,Medium,3,6,156,18,105,3.579,0.772,252.3,mg_beginner
29,Female,162.8,60.0,22.64,Beginner,Muscle Gain,Push-ups,26,Medium,4,11,149,44,104,2.0,0.78,171.4,mg_beginner
22,Male,181.9,100.5,30.37,Beginner,Maintenance,Plank,31,Low,3,12,135,36,93,4.37,0.682,128.3,mt_standard
45,Female,172.0,54.8,18.52,Advanced,Muscle Gain,Muscle-ups,74,High,5,11,151,55,370,1.191,0.863,1073.1,mg_advanced
16,Female,166.5,60.5,21.82,Advanced,Maintenance,Pull-ups,34,Medium,2,12,152,24,68,3.559,0.745,360.9,mt_standard
48,Female,169.1,45.4,15.88,Intermediate,Muscle Gain,Dips,50,High,4,8,150,32,200,0.927,0.872,420.4,mg_intermediate
32,Male,183.2,73.6,21.93,Advanced,Maintenance,Handstand,30,Medium,4,14,142,56,120,2.23,0.755,296.7,mt_standard
38,Male,172.8,90.3,30.24,Beginner,Muscle Gain,Dips,32,Low,5,10,127,50,160,2.315,0.698,238.5,mg_beginner
18,Male,181.9,126.3,38.17,Beginner,Muscle Gain,Dips,26,Medium,4,10,156,40,104,6.647,0.772,347.6,mg_beginner
55,Male,173.4,84.2,28.0,Intermediate,Fat Loss,Squats,49,High,4,16,145,64,196,1.504,0.879,722.1,fl_intermediate
29,Female,153.9,76.3,32.21,Beginner,Fat Loss,Push-ups,33,High,5,18,167,90,165,2.543,0.874,408.9,fl_beginner
27,Female,159.0,104.3,41.26,Advanced,Fat Loss,L-sit,42,Medium,4,15,145,60,168,3.725,0.751,492.2,fl_advanced
28,Male,180.9,128.0,39.11,Intermediate,Fat Loss,Pull-ups,51,Low,5,17,128,85,255,4.414,0.667,593.7,fl_intermediate
31,Male,180.0,88.2,27.22,Advanced,Muscle Gain,Handstand,77,High,4,8,162,32,308,2.756,0.857,1043.7,mg_advanced
17,Male,166.5,93.3,33.66,Beginner,Muscle Gain,Squats,44,Medium,4,11,157,44,176,5.183,0.773,432.1,mg_beginner
27,Male,181.9,108.0,32.64,Beginner,Muscle Gain,Squats,31,Medium,4,6,150,24,124,3.857,0.777,390.3,mg_beginner
18,Female,156.5,43.4,17.72,Intermediate,Fat Loss,Squats,47,Medium,5,12,154,60,235,2.284,0.762,275.9,fl_intermediate
27,Male,169.1,131.8,46.09,Beginner,Muscle Gain,Push-ups,27,Low,5,6,132,30,135,4.707,0.684,283.3,mg_beginner
19,Male,164.8,95.9,35.31,Intermediate,Maintenance,Pull-ups,36,Low,4,11,133,44,144,4.795,0.662,322.9,mt_standard
40,Female,171.4,62.4,21.24,Advanced,Fat Loss,Pull-ups,66,Medium,5,15,137,75,330,1.522,0.761,682.3,fl_advanced
20,Female,151.0,66.3,29.08,Advanced,Fat Loss,Pull-ups,40,High,3,19,171,57,120,3.157,0.855,540.3,fl_advanced
41,Male,174.6,93.5,30.67,Intermediate,Muscle Gain,Squats,47,Medium,4,10,139,40,188,2.226,0.777,530.0,mg_intermediate
38,Female,171.9,40.0,13.54,Advanced,Maintenance,Pull-ups,42,High,2,15,157,30,84,1.026,0.863,331.8,mt_standard
39,Female,168.2,69.4,24.53,Intermediate,Fat Loss,Push-ups,35,High,5,17,157,85,175,1.735,0.867,394.6,fl_intermediate
33,Male,170.0,91.8,31.76,Beginner,Fat Loss,Squats,28,Medium,3,20,146,60,84,2.7,0.781,276.2,fl_beginner
30,Male,174.3,60.9,20.05,Beginner,Maintenance,Squats,20,Medium,4,8,148,32,80,1.965,0.779,133.9,mt_standard
55,Female,157.5,56.2,22.66,Advanced,Fat Loss,L-sit,58,Low,5,13,111,65,290,1.004,0.673,250.3,fl_advanced
41,Female,155.0,123.0,51.2,Intermediate,Fat Loss,Squats,37,Medium,3,13,139,39,111,2.929,0.777,591.3,fl_intermediate
37,Female,155.9,88.2,36.29,Beginner,Fat Loss,Push-ups,35,High,5,19,160,95,175,2.321,0.874,482.7,fl_beginner
32,Female,165.6,58.2,21.22,Beginner,Muscle Gain,Push-ups,39,High,3,11,164,33,117,1.764,0.872,359.7,mg_beginner
46,Female,162.5,67.9,25.71,Beginner,Fat Loss,Push-ups,25,Low,5,19,123,95,125,1.445,0.707,143.0,fl_beginner
28,Male,178.4,114.7,36.04,Intermediate,Fat Loss,Push-ups,49,Medium,5,16,147,80,245,3.955,0.766,849.7,fl_intermediate
49,Male,175.2,117.1,38.15,Beginner,Maintenance,Plank,23,Medium,3,12,136,36,69,2.342,0.795,163.3,mt_standard
25,Female,162.0,54.4,20.73,Advanced,Muscle Gain,Handstand,76,Medium,3,6,147,18,228,2.092,0.754,433.7,mg_advanced
47,Male,173.5,134.0,44.51,Beginner,Maintenance,Push-ups,33,Medium,4,15,137,60,132,2.792,0.792,452.6,mt_standard
29,Male,185.8,84.5,24.48,Advanced,Fat Loss,L-sit,51,High,4,14,164,56,204,2.817,0.859,593.2,fl_advanced
39,Female,160.3,55.1,21.44,Beginner,Muscle Gain,Dips,32,Low,4,6,126,24,128,1.377,0.696,105.5,mg_beginner
18,Male,190.1,131.8,36.47,Beginner,Fat Loss,Plank,37,Low,3,12,137,36,111,6.937,0.678,184.1,fl_beginner
57,Female,159.8,80.1,31.37,Beginner,Maintenance,Push-ups,24,Medium,2,9,131,18,48,1.381,0.804,220.0,mt_standard
31,Female,163.7,51.9,19.37,Advanced,Muscle Gain,Handstand,50,Medium,4,12,143,48,200,1.622,0.757,331.4,mg_advanced
46,Male,192.8,85.5,23.0,Advanced,Maintenance,Muscle-ups,50,High,2,11,150,22,100,1.819,0.862,1089.0,mt_standard
20,Male,177.6,82.9,26.28,Beginner,Muscle Gain,Push-ups,35,Low,4,9,136,36,140,3.948,0.68,229.5,mg_beginner
44,Female,169.9,82.5,28.58,Beginner,Maintenance,Push-ups,30,Low,3,13,124,39,90,1.833,0.705,197.9,mt_standard
25,Male,168.8,61.1,21.44,Beginner,Muscle Gain,Dips,39,Low,4,10,133,40,156,2.35,0.682,187.8,mg_beginner
37,Female,158.3,65.2,26.02,Intermediate,Muscle Gain,Pull-ups,40,Medium,3,8,141,24,120,1.716,0.77,362.7,mg_intermediate
32,Male,167.5,103.9,37.03,Intermediate,Fat Loss,Squats,47,Medium,3,14,144,42,141,3.148,0.766,606.2,fl_intermediate
21,Female,166.1,95.8,34.72,Beginner,Muscle Gain,Dips,39,High,5,11,173,55,195,4.355,0.869,633.7,mg_beginner
37,Female,151.3,81.4,35.56,Beginner,Maintenance,Squats,29,Medium,2,12,144,24,58,2.142,0.787,248.2,mt_standard
21,Female,178.4,44.7,14.04,Intermediate,Fat Loss,Push-ups,52,Medium,4,16,152,64,208,2.032,0.764,318.0,fl_intermediate
51,Male,168.6,93.7,32.96,Beginner,Fat Loss,Push-ups,25,Medium,3,17,135,51,75,1.802,0.799,238.6,fl_beginner
39,Male,174.4,86.5,28.44,Intermediate,Fat Loss,Push-ups,32,Medium,4,16,140,64,128,2.163,0.773,394.1,fl_intermediate
33,Female,157.1,87.4,35.41,Beginner,Fat Loss,Plank,25,Medium,4,19,146,76,100,2.571,0.781,118.7,fl_beginner
42,Male,172.0,84.6,28.6,Beginner,Muscle Gain,Push-ups,33,Low,4,11,125,44,132,1.967,0.702,191.3,mg_beginner
43,Male,174.3,108.0,35.55,Beginner,Muscle Gain,Dips,35,Medium,5,10,140,50,175,2.455,0.791,428.7,mg_beginner
35,Male,171.8,116.9,39.61,Advanced,Muscle Gain,Muscle-ups,72,High,4,10,159,40,288,3.247,0.859,2131.7,mg_advanced
27,Female,171.4,85.7,29.17,Beginner,Muscle Gain,Push-ups,28,Medium,5,6,150,30,140,3.061,0.777,264.0,mg_beginner
38,Male,172.6,93.4,31.35,Intermediate,Fat Loss,Pull-ups,37,Medium,5,15,141,75,185,2.395,0.775,485.3,fl_intermediate
26,Male,170.7,40.0,13.73,Beginner,Maintenance,Push-ups,29,Low,3,11,133,33,87,1.481,0.686,90.3,mt_standard
44,Female,160.6,72.1,27.95,Advanced,Maintenance,Handstand,35,Low,4,10,117,40,140,1.602,0.665,200.0,mt_standard
29,Female,169.3,75.4,26.31,Beginner,Muscle Gain,Squats,35,Low,4,7,131,28,140,2.513,0.686,189.7,mg_beginner
22,Female,172.8,49.9,16.71,Intermediate,Muscle Gain,Pull-ups,38,High,5,11,171,55,190,2.17,0.864,388.7,mg_intermediate
16,Male,172.3,64.1,21.59,Beginner,Fat Loss,Push-ups,38,Low,4,12,138,48,152,3.771,0.676,159.4,fl_beginner
17,Female,159.7,50.5,19.8,Intermediate,Muscle Gain,Pull-ups,57,High,3,9,175,27,171,2.806,0.862,501.8,mg_intermediate
44,Male,170.4,89.4,30.79,Intermediate,Fat Loss,Squats,54,High,5,17,153,85,270,1.987,0.869,866.5,fl_intermediate
34,Female,157.0,61.2,24.83,Intermediate,Maintenance,Squats,44,Medium,4,14,143,56,176,1.749,0.769,373.5,mt_standard
22,Male,168.1,67.4,23.85,Beginner,Muscle Gain,Squats,39,Low,3,12,135,36,117,2.93,0.682,204.9,mg_beginner
56,Female,173.7,128.3,42.52,Beginner,Fat Loss,Push-ups,21,High,3,18,145,54,63,2.251,0.884,381.1,fl_beginner
27,Male,180.8,109.3,33.44,Advanced,Fat Loss,Pull-ups,67,Medium,3,13,145,39,201,3.904,0.751,1020.4,fl_advanced
48,Male,174.6,88.6,29.06,Advanced,Fat Loss,L-sit,56,High,3,19,149,57,168,1.808,0.866,746.5,fl_advanced
39,Male,186.8,110.1,31.55,Intermediate,Fat Loss,Push-ups,37,Medium,5,20,140,100,185,2.752,0.773,515.2,fl_intermediate
23,Female,164.3,63.1,23.38,Intermediate,Maintenance,Pull-ups,42,High,2,13,170,26,84,2.629,0.863,458.6,mt_standard
32,Male,177.4,114.1,36.26,Advanced,Maintenance,Muscle-ups,41,Medium,2,15,142,30,82,3.458,0.755,974.8,mt_standard
26,Female,149.9,93.6,41.66,Advanced,Muscle Gain,Muscle-ups,52,High,5,9,166,45,260,3.467,0.856,1357.3,mg_advanced
35,Male,166.7,114.9,41.35,Advanced,Muscle Gain,Muscle-ups,75,Low,4,11,121,44,300,3.192,0.654,1310.9,mg_advanced
29,Male,179.2,79.0,24.6,Beginner,Muscle Gain,Dips,27,Medium,4,11,149,44,108,2.633,0.78,219.6,mg_beginner
19,Female,162.7,104.9,39.63,Advanced,Maintenance,Handstand,44,Medium,4,15,150,60,176,5.245,0.746,558.6,mt_standard
21,Male,180.9,94.3,28.82,Beginner,Muscle Gain,Push-ups,30,Low,3,8,135,24,90,4.286,0.678,210.2,mg_beginner
35,Male,180.1,64.7,19.95,Beginner,Maintenance,Squats,22,High,2,9,162,18,44,1.797,0.876,172.0,mt_standard
27,Female,150.9,40.0,17.57,Beginner,Fat Loss,Push-ups,21,Medium,3,16,150,48,63,1.429,0.777,94.6,fl_beginner
48,Male,172.3,104.1,35.07,Beginner,Fat Loss,Squats,25,Medium,5,13,137,65,125,2.124,0.797,296.5,fl_beginner
38,Male,171.9,88.0,29.78,Beginner,Fat Loss,Squats,27,Low,5,13,127,65,135,2.256,0.698,174.8,fl_beginner
23,Male,175.7,119.7,38.77,Intermediate,Fat Loss,Squats,43,High,5,15,170,75,215,4.987,0.863,932.0,fl_intermediate
30,Female,166.6,89.2,32.14,Beginner,Maintenance,Squats,21,Low,3,10,131,30,63,2.877,0.689,137.9,mt_standard
52,Female,165.1,100.0,36.69,Advanced,Muscle Gain,Handstand,69,High,4,8,146,32,276,1.887,0.869,1145.2,mg_advanced
30,Male,191.8,97.8,26.59,Intermediate,Muscle Gain,Pull-ups,48,Medium,5,7,146,35,240,3.155,0.768,700.5,mg_intermediate
34,Male,183.1,104.1,31.05,Advanced,Fat Loss,L-sit,49,Medium,3,19,141,57,147,2.974,0.758,566.7,fl_advanced
43,Male,173.9,103.9,34.36,Advanced,Fat Loss,Plank,55,High,5,18,153,90,275,2.361,0.864,744.9,fl_advanced
20,Female,161.2,79.4,30.56,Beginner,Fat Loss,Push-ups,36,High,3,16,174,48,108,3.781,0.87,472.8,fl_beginner
36,Female,158.3,53.9,21.51,Beginner,Fat Loss,Squats,22,Medium,3,19,144,57,66,1.457,0.783,122.1,fl_beginner
36,Male,173.6,96.1,31.89,Intermediate,Muscle Gain,Squats,57,Low,5,10,124,50,285,2.597,0.674,503.2,mg_intermediate
47,Male,168.5,89.6,31.56,Intermediate,Muscle Gain,Pull-ups,59,Low,5,8,119,40,295,1.867,0.688,514.3,mg_intermediate
46,Female,164.5,97.2,35.92,Intermediate,Maintenance,Squats,37,Medium,2,8,135,16,74,2.068,0.776,454.8,mt_standard
24,Female,179.8,79.4,24.56,Beginner,Muscle Gain,Squats,33,Low,4,10,134,40,132,3.176,0.684,217.2,mg_beginner
31,Male,172.5,78.4,26.35,Advanced,Fat Loss,Plank,68,High,4,18,162,72,272,2.45,0.857,584.3,fl_advanced
18,Male,161.1,115.7,44.58,Intermediate,Fat Loss,Squats,46,Low,4,14,133,56,184,6.089,0.658,411.8,fl_intermediate
18,Female,169.8,65.7,22.79,Intermediate,Muscle Gain,Dips,46,Low,5,8,133,40,230,3.458,0.658,261.8,mg_intermediate
23,Female,149.9,74.0,32.93,Advanced,Muscle Gain,Handstand,71,Medium,3,9,148,27,213,3.083,0.751,549.2,mg_advanced
20,Male,168.0,91.2,32.31,Advanced,Muscle Gain,Muscle-ups,59,High,3,12,171,36,177,4.343,0.855,1551.4,mg_advanced
24,Female,167.3,58.2,20.79,Intermediate,Maintenance,Pull-ups,33,High,2,14,169,28,66,2.328,0.862,394.4,mt_standard
35,Female,164.5,97.0,35.85,Beginner,Muscle Gain,Push-ups,36,Medium,4,7,145,28,144,2.694,0.784,383.5,mg_beginner
20,Male,176.9,82.9,26.49,Beginner,Fat Loss,Push-ups,32,Medium,5,16,155,80,160,3.948,0.775,322.1,fl_beginner
29,Male,182.5,94.7,28.43,Beginner,Muscle Gain,Push-ups,30,Low,5,11,131,55,150,3.157,0.686,236.6,mg_beginner
55,Female,151.6,86.0,37.42,Intermediate,Maintenance,Pull-ups,44,Low,3,12,115,36,132,1.536,0.697,337.7,mt_standard
45,Male,170.2,106.4,36.73,Intermediate,Maintenance,Pull-ups,38,Low,2,11,120,22,76,2.313,0.686,415.3,mt_standard
29,Male,189.6,97.3,27.07,Intermediate,Maintenance,Pull-ups,40,Medium,2,10,146,20,80,3.243,0.764,522.9,mt_standard
41,Female,150.3,61.2,27.09,Intermediate,Fat Loss,Squats,53,Medium,3,12,139,36,159,1.457,0.777,380.6,fl_intermediate
20,Female,173.1,66.3,22.13,Intermediate,Fat Loss,Pull-ups,43,Medium,4,20,152,80,172,3.157,0.76,413.2,fl_intermediate
18,Male,186.2,100.0,28.84,Beginner,Muscle Gain,Push-ups,35,Medium,3,8,156,24,105,5.263,0.772,387.6,mg_beginner
52,Male,166.1,113.5,41.14,Intermediate,Muscle Gain,Pull-ups,43,Low,4,9,116,36,172,2.142,0.69,462.5,mg_intermediate
54,Female,152.8,51.0,21.84,Intermediate,Fat Loss,Pull-ups,41,Medium,4,14,130,56,164,0.927,0.783,302.9,fl_intermediate
19,Male,194.7,108.1,28.52,Intermediate,Muscle Gain,Pull-ups,45,Medium,3,10,153,30,135,5.405,0.761,669.5,mg_intermediate
43,Female,164.3,51.6,19.12,Intermediate,Fat Loss,Push-ups,49,High,4,19,154,76,196,1.173,0.87,478.2,fl_intermediate
27,Male,186.2,60.2,17.36,Advanced,Muscle Gain,L-sit,49,Low,4,6,125,24,196,2.15,0.648,250.6,mg_advanced
19,Female,158.1,70.3,28.12,Advanced,Maintenance,Handstand,51,High,4,14,172,56,204,3.515,0.856,609.4,mt_standard
23,Male,184.2,42.4,12.5,Intermediate,Fat Loss,Push-ups,30,Low,4,17,131,68,120,1.767,0.665,104.8,fl_intermediate
46,Female,165.1,96.6,35.44,Intermediate,Fat Loss,Pull-ups,47,Medium,5,12,135,60,235,2.055,0.776,575.9,fl_intermediate
27,Male,183.2,40.0,11.92,Beginner,Muscle Gain,Push-ups,28,Low,5,11,132,55,140,1.429,0.684,74.9,mg_beginner
39,Male,171.3,84.4,28.76,Beginner,Fat Loss,Push-ups,24,Medium,3,12,142,36,72,2.11,0.785,244.5,fl_beginner
39,Male,157.3,82.3,33.26,Beginner,Muscle Gain,Push-ups,29,Medium,5,7,142,35,145,2.058,0.785,269.9,mg_beginner
38,Male,168.0,94.9,33.62,Beginner,Fat Loss,Plank,25,Low,4,16,127,64,100,2.433,0.698,88.0,fl_beginner
35,Male,176.8,79.2,25.34,Advanced,Muscle Gain,L-sit,62,High,4,11,159,44,248,2.2,0.859,594.1,mg_advanced
21,Male,170.0,93.1,32.21,Intermediate,Maintenance,Squats,27,High,2,14,172,28,54,4.232,0.864,358.2,mt_standard
27,Male,172.3,47.9,16.13,Intermediate,Muscle Gain,Squats,39,Medium,4,8,148,32,156,1.711,0.767,246.1,mg_intermediate
31,Female,167.6,108.1,38.48,Beginner,Muscle Gain,Squats,44,High,4,9,165,36,176,3.378,0.873,714.2,mg_beginner
26,Female,165.3,57.2,20.93,Advanced,Muscle Gain,L-sit,60,High,5,8,166,40,300,2.119,0.856,503.4,mg_advanced
37,Male,184.1,91.5,27.0,Beginner,Fat Loss,Push-ups,39,Medium,3,20,144,60,117,2.408,0.787,389.8,fl_beginner
34,Female,167.5,49.9,17.79,Beginner,Maintenance,Squats,29,Low,2,14,129,28,58,1.426,0.694,102.1,mt_standard
49,Female,156.3,51.5,21.08,Beginner,Fat Loss,Squats,24,Low,4,16,121,64,96,1.03,0.708,102.8,fl_beginner
27,Female,149.0,60.8,27.39,Advanced,Muscle Gain,Push-ups,71,High,3,10,166,30,213,2.171,0.86,914.3,mg_advanced
41,Male,171.7,64.0,21.71,Advanced,Muscle Gain,Muscle-ups,67,High,4,12,154,48,268,1.524,0.86,1112.3,mg_advanced
36,Male,175.9,116.0,37.49,Beginner,Muscle Gain,Push-ups,34,Medium,3,6,144,18,102,3.135,0.783,357.7,mg_beginner
37,Female,165.8,61.6,22.41,Intermediate,Fat Loss,Squats,49,Medium,3,19,141,57,147,1.621,0.77,404.7,fl_intermediate
32,Female,160.9,67.5,26.07,Intermediate,Muscle Gain,Dips,44,Low,4,10,126,40,176,2.045,0.67,306.8,mg_intermediate
25,Female,148.0,58.6,26.75,Beginner,Muscle Gain,Dips,41,Low,5,11,133,55,205,2.254,0.682,177.7,mg_beginner
32,Female,155.4,112.5,46.59,Beginner,Maintenance,Plank,31,High,2,14,164,28,62,3.409,0.872,262.2,mt_standard
22,Male,171.9,104.8,35.47,Intermediate,Muscle Gain,Pull-ups,47,High,3,9,171,27,141,4.557,0.864,957.7,mg_intermediate
20,Male,177.7,89.0,28.18,Intermediate,Muscle Gain,Pull-ups,43,High,5,7,173,35,215,4.238,0.865,714.6,mg_intermediate
33,Male,173.1,100.2,33.44,Beginner,Fat Loss,Squats,25,Low,4,13,129,52,100,2.947,0.69,169.7,fl_beginner
48,Male,166.5,97.2,35.06,Intermediate,Maintenance,Squats,44,High,3,14,150,42,132,1.984,0.872,709.8,mt_standard
59,Male,178.7,92.8,29.06,Advanced,Muscle Gain,Muscle-ups,66,High,4,11,140,44,264,1.547,0.87,1537.0,mg_advanced
33,Male,179.5,65.4,20.3,Beginner,Maintenance,Muscle-ups,29,High,2,13,164,26,58,1.924,0.877,366.3,mt_standard
39,Male,171.2,92.2,31.46,Beginner,Fat Loss,Plank,29,Medium,4,20,142,80,116,2.305,0.785,160.4,fl_beginner
17,Female,168.5,64.1,22.58,Beginner,Maintenance,Push-ups,28,Low,4,9,137,36,112,3.561,0.675,129.2,mt_standard
33,Male,182.5,94.7,28.43,Intermediate,Maintenance,Pull-ups,39,High,2,9,162,18,78,2.785,0.866,734.7,mt_standard
49,Female,158.5,51.3,20.42,Advanced,Muscle Gain,Handstand,49,Medium,5,9,131,45,245,1.026,0.766,307.6,mg_advanced
58,Male,190.5,77.7,21.41,Advanced,Fat Loss,Plank,45,Medium,3,17,125,51,135,1.317,0.772,322.4,fl_advanced
45,Female,154.6,106.6,44.6,Intermediate,Maintenance,Pull-ups,28,Medium,3,10,136,30,84,2.317,0.777,417.3,mt_standard
19,Male,174.5,114.0,37.44,Advanced,Muscle Gain,Muscle-ups,55,Medium,4,7,150,28,220,5.7,0.746,1199.6,mg_advanced
25,Male,170.4,83.0,28.59,Beginner,Fat Loss,Push-ups,39,Medium,5,12,151,60,195,3.192,0.774,421.7,fl_beginner
26,Male,175.4,97.5,31.69,Intermediate,Fat Loss,Push-ups,34,High,4,17,168,68,136,3.611,0.866,660.3,fl_intermediate
27,Female,159.9,108.2,42.32,Advanced,Muscle Gain,Muscle-ups,59,High,4,6,166,24,236,3.864,0.86,1644.2,mg_advanced
30,Male,190.6,110.2,30.33,Beginner,Muscle Gain,Squats,25,Low,4,7,131,28,100,3.555,0.689,192.8,mg_beginner
25,Male,176.4,107.5,34.55,Intermediate,Fat Loss,Pull-ups,34,Medium,5,17,149,85,170,4.135,0.764,536.4,fl_intermediate
32,Female,164.0,50.8,18.89,Beginner,Maintenance,Plank,22,High,4,13,164,52,88,1.539,0.872,84.5,mt_standard
31,Male,173.3,81.8,27.24,Intermediate,Muscle Gain,Pull-ups,56,High,3,7,164,21,168,2.556,0.868,839.0,mg_intermediate
26,Female,153.0,54.0,23.07,Beginner,Muscle Gain,Push-ups,25,Low,3,6,133,18,75,2.0,0.686,94.8,mg_beginner
40,Male,164.8,77.9,28.68,Advanced,Muscle Gain,Muscle-ups,69,High,5,6,155,30,345,1.9,0.861,1484.2,mg_advanced
17,Female,149.3,99.0,44.41,Beginner,Muscle Gain,Squats,29,Medium,5,9,157,45,145,5.5,0.773,261.8,mg_beginner
48,Female,160.3,89.0,34.64,Beginner,Fat Loss,Plank,22,High,4,18,152,72,88,1.816,0.884,144.3,fl_beginner
46,Male,174.8,88.7,29.03,Advanced,Fat Loss,Pull-ups,64,High,5,18,150,90,320,1.887,0.862,1259.5,fl_advanced
38,Male,167.9,75.5,26.78,Beginner,Muscle Gain,Dips,38,Medium,5,9,143,45,190,1.936,0.786,322.9,mg_beginner
36,Female,162.7,71.4,26.97,Beginner,Muscle Gain,Push-ups,42,Low,5,11,128,55,210,1.93,0.696,260.3,mg_beginner
20,Female,169.7,105.0,36.46,Beginner,Muscle Gain,Push-ups,35,Medium,3,6,155,18,105,5.0,0.775,457.3,mg_beginner
18,Male,166.0,57.5,20.87,Intermediate,Fat Loss,Push-ups,33,High,4,12,174,48,132,3.026,0.861,286.8,fl_intermediate
